//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.				
//QuestStringIndex	QuestString	StringType	Quest Index	//QuestChapter
566	탐험대 유일한 생존자의 증언 듣기	5	89	//8
567	아케론의 신비한 힘, 속성	1	90	//8
568	아직 저로서도 어떻게 정령들이 괴물이 되어 버렸는지는 알지 못합니다. 다만 이곳에서 괴물들을 만나게 되신다면 펜타그램이란 속성 아이템을 가지고 있어야 괴물들에 대항할 수 있습니다. 우선은 탐험을 계속하시려면  뮤렌의 마법서 펜타그램 아이템을 먼저 구하도록 하세요. 뮤렌의 마법서는 아틀란스와 아케론의 알크마루, 우바이드에서 몬스터를 사냥하여 구할 수 있습니다.	2	90	//8
569	펜타그램 아이템이 없으면 속성 몬스터에게 대항할 수가 없습니다.	2	90	//8
570	속성 몬스터를 물리치기 위해선 펜타그램 아이템이 꼭 필요합니다.	3	90	//8
571	Thank you.	4	90	//8
572	펜타그램 구해오기	5	90	//8
573	에르텔 아이템	1	91	//8
574	펜타그램 아이템을 구해 오셨군요? 이제부터 속성 몬스터에 대한 대처가 훨씬 수월해 지실겁니다. 그럼 속성과 펜타그램 아이템에 대해 설명 드리도록 하겠습니다. 가지고 있는 펜타그램 아이템을 한번 확인해 보세요. 속성을 가지고 있을 겁니다.	2	91	//8
575	속성은 총 5가지가 있습니다. 불, 물, 땅, 바람, 어둠. 다섯가지 속성은 서로 상성을 가지고 있습니다. 불은 물에 약하고 어둠에 강하죠. 마찬가지로 물은 불에 강하고 땅에 약합니다. 다른 속성들도 나열한 순서대로 강하고 약한 속성이 있습니다. 펜타그램을 인벤토리에 착용하면 속성이 생기게 되고 상성에 따른 추가 공격력과 데미지가 결정됩니다.	2	91	//8
576	정령의 힘을 이용할 수 있는거죠. 그럼 속성을 이용해서 몬스터를 퇴치해 보도록 하죠. 속성 몬스터인 데블 페어리 20마리를 퇴치해 주십시요.	2	91	//8
577	속성 몬스터인 데블 페어리 20마리를 퇴치하고 돌아오세요.	3	91	//8
578	Thank you.	4	91	//8
579	데블 페어리 20마리 퇴치하기	5	91	//8
580	에르텔 만들기	1	92	//8
581	펜타그램 아이템은 에르텔을 장착함으로써 강화를 할 수 있습니다. 아! 물론 펜타그램 자체를 강화해서 속성 능력을 강화할 수 있습니다만 에르텔을 장착하면 더 강력한 옵션들을 추가할 수 있습니다.	2	92	//8
582	장착하지 않은 펜타그램 아이템을 키보드(Alt) + 마우스 (우)클릭하면 속성창이 열릴겁니다. 열려있는 소켓에 장착하고픈 에르텔을 장착하면 됩니다. 단, 각 소켓별로 장착할 수 있는 에르텔의 종류는 결정되어 있습니다.	2	92	//8
583	1소켓은 분노 계열, 2소켓은 가호 계열, 3소켓은 고결 계열, 4소켓은 신성 계열, 5소켓은 광휘 계열의 에르텔을 장착할 수 있습니다. 장착한 에르텔은 해제를 할 수도 있지만 간혹 잘못 해제하다 사라지기도 합니다.	2	92	//8
584	에르텔은 에르텔 재료인 미스릴과 축복의보석의 조합을 통해 만들 수 있습니다. 자 그럼 이제 미스릴을 구해와 보도록 할까요? 미스릴을 구해 오시면 에르텔 만드는법을 계속 설명해 드리도록 하겠습니다.	2	92	//8
585	미스릴은 몬스터를 사냥하여 얻을 수 있습니다.	3	92	//8
586	Thank you.	4	92	//8
587	미스릴을 구해오기	5	92	//8
588	정령 생존자 아드니엘	1	93	//8
589	속성캡슐은 속성가루 50개가 모이면 스스로 캡슐의 형태로 변하게 됩니다. 속성가루는 세트아이템이나 에르텔을 인벤토리에서 분해하여 얻을 수 있지요. 속성 캡슐에서는 속성에 관련한 다양한 아이템을 얻을 수 있습니다."	2	93	//8
590	에르텔 재료를 모두 모으면 에르텔을 만들어 보세요. 에르텔 조합은 정령 아드니엘에게 할 수 있습니다. 아직까지 괴물로 변하지 않은 몇안되는 정령이죠.	2	93	//8
591	속성가루가 있어야 속성캡슐을 만들 수 있습니다.	3	93	//8
592	Thank you.	4	93	//8
593	속성가루 구해오기	5	93	//8
594	아케론 몬스터의 비밀	1	94	//8
595	이제 에르텔 업그레이드에 대해 간략이 설명 드리겠습니다. 에르텔 업그레이드는 레벨업과 랭크업 두가지가 있습니다.  레벨업을 하려면 제가 드린 엘리멘탈 룬이란 아이템이, 랭크업을 하려면 2개의 동일랭크 +7레벨 이상의 에르텔 아이템이 필요합니다.	2	94	//8
596	레벨업은 현재 랭크의 에르텔 옵션을 강화하는 겁니다. 랭크업은 보석에 옵션을 추가하는 업그레이드입니다. 랭크업이 상위라고 볼 수 있죠. 레벨업은 10레벨까지 랭크업은 3랭크까지 가능합니다.	2	94	//8
597	지금 가지고 있는 분노의 에르텔이 속성 공격력 추가 옵션  밖에 없지만 랭크업해서 분노의 에르텔 2랭크가 되면 추가 상성 옵션이 보태집니다. 3랭크가 되면 최대 3개의 옵션을 가지고 있는거죠.  게다가..	2	94	//8
598	비슷한 옵션들을 모으면 세트효과도 얻을 수 있으니 참고하세요.  자 그럼  이번엔 엘리멘탈 비스트를 20마리를 퇴치해 주시면 두번째 에르텔을 드리도록 하겠습니다.	2	94	//8
599	엘레멘탈 비스트 20마리를 퇴치하고 돌아오세요.	3	94	//8
600	Thank you.	4	94	//8
601	엘레멘탈 비스트 20마리 퇴치하기	5	94	//8
602	아케론 섬의 변화	1	95	//8
603	아케론의 몬스터들은 모두 몬스터가 되기 이전엔 모두 정령이었습니다. 무슨 연유에서든 분명 변해 버린 까닭이 있을텐데.. 그걸 알아내지 못한다면 이 섬에 있는 모든 생명체는 몬스터로 변해 버리고 말겁니다. 아직 변화가 제일 적은 데블페어리를 통해 비밀을 조사해 주세요. "	2	95	//8
604	세크로미콘을 찾기 위해선 섬의 비밀을 알아내야만 합니다. 데블페어리 30마리를 사냥해 주세요. 	2	95	//8
605	데블페어리 30마리를 퇴치하고 돌아오세요.	3	95	//8
606	Thank you.	4	95	//8
607	데블페어리 30마리 퇴치하기	5	95	//8
608	우바이드의 문지기	1	96	//8
609	당신이 없는 동안 저 혼자서 아케론 곳곳을 조사해 봤습니다. 섬은 아주 아름다우면서도 아주 기괴한 두 얼굴을 가지고 있더군요. 분명 아름다운면은 변해버리기 이전의 섬일테고 기괴한 면은 변해버린 이후의 섬일테죠…  몬스터 중에서도 엘리멘탈 비스트는 아주 무서운 추적자입니다. 안전하게 섬을 탐험하기 위해 우선 엘리멘탈 비스트 30마리를 제거해 주십시오."	2	96	//8
610	안심하고 섬 곳곳을 탐험하기 위해선 추적자들을 제거해야만 합니다.	3	96	//8
611	Thank you.	4	96	//8
612	엘레멘탈 비스트 30마리 퇴치하기	5	96	//8
613	새로운 단서의 발견	1	97	//8
614	이제 속성을 사용하는데 좀 익숙해 지셨나요? 섬의 오른쪽으로 가다보면  정령 아드니엘이 우바이드라고 부르는 지역 입구에는 엘리멘탈 나이트들이 있습니다. 이들은 다른 정령 몬스터들과는 뭔가 좀 다릅니다. 정령이 아니었을거 같다고 해야 할까요? 우바이드 지역으로 알아보러 가야할 거 같습니다. 엘리멘탈 나이트 30마리를 처치해 주십시요. "	2	97	//8
615	안심하고 섬 곳곳을 탐험하기 위해선 추적자들을 제거해야만 합니다.	3	97	//8
616	Thank you.	4	97	//8
617	엘레멘탈 나이트 30마리 퇴치하기	5	97	//8
618	데블 페어리 제거 명령(반복)	1	98	//8
619	큰일입니다. 우바이드 지역의 강력한 몬스터들이 알크마르 지역으로 건너오면서 알크마르 지역의 몬스터들도 점점 더 흉폭하게 변해 버리고 있습니다. 	2	98	//8
620	최근 아케론 몬스터들의 숫자가 급격하게 늘어나서 베이스캠프를 습격하는 일이 빈번해 지고 있다고 합니다. 데블 페어리 50마리를 제거하고 돌아오시면 그에 걸맞는 보상을 드리도록 하겠습니다.	2	98	//8
621	데블 페어리 50마리를 제거하고 돌아오세요.	3	98	//8
622	Thank you.	4	98	//8
623	데블페어리 50마리 퇴치하기	5	98	//8
624	엘리멘탈 비스트 제거 명령(반복)	1	99	//8
625	최근 아케론 몬스터들의 숫자가 급격하게 늘어나서 베이스캠프를 습격하는 일이 빈번해 지고 있다고 합니다. 엘리멘탈 비스트 50마리를 제거하고 돌아오시면 그에 걸맞는 보상을 드리도록 하겠습니다.	2	99	//8
626	시간이 촉박합니다. 어서 서둘러 엘리멘탈 비스트를 제거해 주세요.	3	99	//8
627	Thank you.	4	99	//8
628	엘레멘탈 비스트 50마리 퇴치하기	5	99	//8
629	엘리멘탈 나이트 제거 명령(반복)	1	100	//8
630	분명 속성 몬스터도 예전엔 정령이었을 겁니다. 하지만 섬의 탐사를 계속 하기 위해선 베이스캠프를 지켜내야만 합니다. 엘리멘탈 나이트 50마리를 제거해 주세요. 	2	100	//8
631	안심하고 섬 곳곳을 탐험하기 위해선 추적자들을 제거해야만 합니다.	3	100	//8
632	Thank you.	4	100	//8
633	엘레멘탈 나이트 50마리 퇴치하기	5	100	//8
634	우바이드 데블 페어리 제거	1	101	//8
635	우바이드에 가보셨습니까? 우바이드 속성 몬스터들은 알크마르에 있는 속성 몬스터보다 더 광폭했습니다. 분명 뭔가 정령을 변하게 하는 힘이 더 강하게 작용한 듯 보였습니다. 우바이드 데블 페어리를 조사하면 이유를 알 수 있지 않을까요? 우바이드 데블 페어리 30마리를 제거해 주십시오. "	2	101	//8
636	정령이 변하게된 원인을 알아내야만 합니다. 우바이드 데블 페어리를 조사해 주십시요. 	3	101	//8
637	Thank you.	4	101	//8
638	우바이드 데블페어리 30마리 퇴치하기	5	101	//8
639	우바이드 엘리멘탈 비스트 제거	1	102	//8
640	우바이드 지역을 조사하고 돌아오다 우바이드 엘리멘탈 비스트들에게 꼬리가 밟히고 말았습니다. 은신처가 들통나면 우리 뿐만 아니라 얼마남지 않은 정령들이 위험합니다. 우바이드 엘리멘탈 비스트 30마리를 제거해 주세요."	2	102	//8
641	시간이 촉박합니다. 어서 서둘러 우바이드 엘리멘탈 비스트를 제거해 주세요.	3	102	//8
642	Thank you.	4	102	//8
643	우바이드 엘레멘탈 비스트 30마리 퇴치하기	5	102	//8
644	우바이드 엘리멘탈 나이트의 습격	1	103	//8
645	큰일입니다. 우바이드 지역의 강력한 몬스터들이 알크마르 지역으로 건너오면서 알크마르 지역의 몬스터들도 점점 더 흉폭하게 변해 버리고 있습니다. 우바이드엘리멘탈 나이트를 제거해 알크마르 지역의 몬스터들이 더 흉폭해 지는걸 막아야만 합니다.	2	103	//8
646	시간이 촉박합니다. 어서 서둘러 우바이드 엘리멘탈 나이트를 제거해 주세요.	3	103	//8
647	Thank you.	4	103	//8
648	우바이드 엘레멘탈 나이트 30마리 퇴치하기	5	103	//8
649	우바이드 데블 페어리  제거 명령(반복)	1	104	//8
650	최근 아케론 몬스터들의 숫자가 급격하게 늘어나서 베이스캠프를 습격하는 일이 빈번해 지고 있다고 합니다. 우바이드 데블 페어리 50마리를 제거하고 돌아오시면 그에 걸맞는 보상을 드리도록 하겠습니다.	2	104	//8
651	우바이드 데블 페어리 50마리를 제거하고 돌아오세요.	3	104	//8
652	Thank you.	4	104	//8
653	우바이드 데블페어리 50마리 퇴치하기	5	104	//8
654	우바이드 엘리멘탈 비스트 제거 명령(반복)	1	105	//8
655	최근 아케론 몬스터들의 숫자가 급격하게 늘어나서 베이스캠프를 습격하는 일이 빈번해 지고 있다고 합니다. 우바이드 엘레멘탈비스트 50마리를 제거하고 돌아오시면 그에 걸맞는 보상을 드리도록 하겠습니다.	2	105	//8
656	우바이드 엘레멘탈비스트 50마리를 제거하고 돌아오세요.	3	105	//8
657	Thank you.	4	105	//8
658	우바이드 엘레멘탈비스트 50마리 퇴치하기	5	105	//8
659	우바이드 엘리멘탈 나이트 제거 명령(반복)	1	106	//8
660	최근 아케론 몬스터들의 숫자가 급격하게 늘어나서 베이스캠프를 습격하는 일이 빈번해 지고 있다고 합니다. 우바이드 엘레멘탈 나이트 50마리를 제거하고 돌아오시면 그에 걸맞는 보상을 드리도록 하겠습니다.	2	106	//8
661	우바이드 엘레멘탈 나이트 50마리를 제거하고 돌아오세요.	3	106	//8
662	Thank you.	4	106	//8
663	우바이드 엘레멘탈 나이트 50마리 퇴치하기	5	106	//8
//001~199 선점 튜토리얼 퀘스트				
664	Go to Wandering Merchant Zyro (1)	1	200	//7
665	Go to Wandering Merchant Zyro shop in Lorencia	5	200	//7
666	Go to Wandering Merchant Zyro (2)	1	201	//7
667	Go to Wandering Merchant Zyro shop in Noria	5	201	//7
668	Go to Wandering Merchant Zyro (3)	1	202	//7
669	Go to Wandering Merchant Zyro shop in Elbeland	5	202	//7
670	Go to Wandering Merchant Zyro (4)	1	203	//7
671	Go to Wandering Merchant Zyro shop in Devias	5	203	//7
672	상인조합과의 거래 확장	1	204	//7
673	창고관리는 항상 중요하지요. 세이프티 가디언의 급료나 각 마을별의 공간전송, 그리고 천문학적으로 많은 유기 창고들...!!!  새 창고가 필요해요! 그래서 내가 묘안을 생각해냈어요.	2	204	//7
674	부자들에게 골동품을 팔아 한 밑천 잡는거에요. 모험가들에게는 볼품 없는 돌조각이지만, 부자들에겐 예술적가치가 있다나? 부자들이란... 그덕에 내가 돈을 버는 거지만요.  저를 도와주시면 그 창고를 사용할 수 있도록 도움을 드릴게요.	2	204	//7
675	새 창고에 공간을 하나더 분양해 줄테니, 고대의 조각상을 나에게 가져다 주지 않겠어요? (50레벨 이상 캐릭터)	2	204	//7
676	로스트 타워 상층부에서 데쓰나이트에게서 고대의 조각상을 얻을 수 있을 거에요. 그 고대의 조각상을 가져오면, 새로운 창고를 하나 분양해 드릴게요. 	2	204	//7
677	데쓰나이트는 로스트 타워 상층부에서 찾을 수 있어요.	3	204	//7
678	고맙습니다. 창고의 사용 권한은 재접속 이후부터 가능합니다.	4	204	//7
679	로스트 타워 상층부에서 데쓰나이트에게서 고대의 조각상을 구해오세요.	5	204	//7
